,creditability,age.in.years_woe,credit.amount_woe,credit.history_woe,duration.in.month_woe,foreign.worker_woe,housing_woe,installment.rate.in.percentage.of.disposable.income_woe,job_woe,number.of.existing.credits.at.this.bank_woe,number.of.people.being.liable.to.provide.maintenance.for_woe,other.debtors.or.guarantors_woe,other.installment.plans_woe,personal.status.and.sex_woe,present.employment.since_woe,present.residence.since_woe,property_woe,purpose_woe,savings.account.and.bonds_woe,status.of.existing.checking.account_woe,telephone_woe
187,bad,0.31121257,-0.354821375,-1.234070835,0.346624608,0,-0.472604411,0.190472769,-0.204412515,-0.074877499,0.015408625,-0.027973852,-0.477550835,0.062228471,0.298716667,-0.001152738,-0.586082361,0.805625164,-0.271357844,-0.614203978,0.098637588
188,good,0.31121257,0.205852054,0.733740578,-0.108688306,0,-0.472604411,0.190472769,0.078471615,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.431137463,0.054941118,-0.034191365,-0.279920067,-0.271357844,-0.614203978,0.098637588
189,bad,-0.528844129,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,0.112477983,-0.028573372,0.410062817,-0.13955188,-0.614203978,-0.064691321
190,good,-0.060465196,0.205852054,-1.234070835,-0.108688306,0,0.194156014,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,-0.477550835,0.062228471,-0.032103245,-0.001152738,-0.034191365,-0.279920067,-0.271357844,-0.614203978,0.098637588
191,bad,0.31121257,-0.354821375,-0.088318617,-0.108688306,0,0.194156014,0.190472769,-0.204412515,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,0.054941118,-0.028573372,-0.279920067,0.762140052,1.176263223,0.098637588
192,bad,-0.060465196,0.205852054,-1.234070835,-1.134979933,0,-0.472604411,-0.157300289,0.078471615,-0.074877499,0.015408625,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,-0.586082361,-0.279920067,-0.13955188,-0.614203978,-0.064691321
193,bad,0.31121257,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,0.015408625,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,-0.034191365,-0.279920067,-0.271357844,-0.614203978,0.098637588
194,good,-0.060465196,0.205852054,-0.088318617,1.312186389,0,-0.40444522,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.070150705,0.461034959,0.410062817,-0.271357844,1.176263223,-0.064691321
195,bad,-0.528844129,0.205852054,-0.088318617,-1.134979933,0,-0.40444522,-0.157300289,0.022780028,-0.074877499,-0.00281611,0.587786665,0.121178625,0.062228471,-0.032103245,-0.001152738,-0.028573372,0.410062817,-0.13955188,-0.614203978,-0.064691321
196,bad,-0.060465196,0.205852054,0.733740578,0.346624608,0,0.194156014,0.190472769,-0.204412515,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,0.054941118,-0.034191365,-0.279920067,-0.271357844,-0.614203978,0.098637588
197,good,-0.060465196,0.205852054,0.733740578,1.312186389,0,0.194156014,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,0.112477983,-0.034191365,0.410062817,-0.271357844,1.176263223,0.098637588
198,bad,-0.060465196,0.205852054,-0.088318617,0.346624608,0,-0.40444522,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,-0.477550835,0.062228471,-0.431137463,-0.001152738,-0.034191365,-0.279920067,-0.13955188,-0.614203978,-0.064691321
199,good,0.31121257,0.205852054,-0.088318617,-0.108688306,0,-0.472604411,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,0.062228471,0.298716667,-0.001152738,-0.586082361,0.805625164,0.762140052,-0.614203978,0.098637588
200,bad,0.31121257,-0.354821375,-0.085157808,-0.108688306,0,0.194156014,-0.157300289,-0.204412515,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,0.054941118,-0.586082361,-0.279920067,-0.271357844,-0.614203978,0.098637588
201,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.070150705,-0.034191365,-0.279920067,0.762140052,1.176263223,0.098637588
202,good,-0.060465196,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,0.054941118,0.461034959,-0.279920067,-0.271357844,-0.614203978,-0.064691321
203,good,-0.060465196,-0.354821375,-0.085157808,-0.108688306,0,0.194156014,0.064538521,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,-0.034191365,-0.279920067,-0.271357844,1.176263223,-0.064691321
204,bad,-0.528844129,0.205852054,-0.088318617,0.346624608,0,-0.40444522,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,-0.028573372,0.805625164,-0.271357844,-0.614203978,-0.064691321
205,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.078471615,0.134780612,0.015408625,-0.027973852,0.121178625,0.062228471,0.298716667,0.112477983,0.461034959,-0.279920067,-0.271357844,1.176263223,-0.064691321
206,good,0.31121257,-0.773189888,0.733740578,-0.108688306,0,-0.472604411,0.064538521,-0.204412515,0.134780612,0.015408625,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,-0.586082361,0.805625164,-0.271357844,-0.614203978,0.098637588
207,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,0.461034959,-0.279920067,-0.271357844,1.176263223,0.098637588
208,good,-0.060465196,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,0.054941118,-0.028573372,-0.279920067,-0.271357844,-0.614203978,-0.064691321
209,good,-0.528844129,-0.354821375,-0.088318617,-0.108688306,0,0.194156014,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,-0.477550835,0.062228471,-0.032103245,-0.070150705,-0.034191365,-0.279920067,-0.271357844,-0.614203978,-0.064691321
210,good,0.31121257,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.070150705,-0.028573372,0.805625164,0.762140052,1.176263223,-0.064691321
211,good,-0.060465196,0.205852054,0.733740578,0.346624608,0,0.194156014,0.190472769,0.022780028,0.134780612,0.015408625,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,0.461034959,0.410062817,0.762140052,1.176263223,-0.064691321
212,good,0.31121257,0.205852054,-0.088318617,-0.524524468,0,0.194156014,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,0.461034959,0.410062817,0.762140052,1.176263223,0.098637588
213,bad,0.31121257,-0.354821375,-1.234070835,-0.108688306,0,0.194156014,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,-0.477550835,0.062228471,-0.431137463,-0.001152738,-0.028573372,-0.279920067,-0.271357844,-0.614203978,0.098637588
214,bad,0.31121257,0.205852054,-0.085157808,-0.108688306,0,0.194156014,-0.157300289,-0.204412515,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,0.461034959,-0.279920067,-0.271357844,0.405465108,0.098637588
215,good,0.31121257,0.205852054,0.733740578,-0.524524468,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.070150705,-0.034191365,0.410062817,0.762140052,1.176263223,0.098637588
216,good,0.31121257,0.205852054,0.733740578,1.312186389,0,0.194156014,0.190472769,0.078471615,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,0.054941118,-0.028573372,0.805625164,0.762140052,-0.614203978,-0.064691321
217,good,-0.060465196,0.205852054,-1.234070835,-0.108688306,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,0.062228471,0.298716667,0.112477983,-0.028573372,-0.279920067,-0.271357844,-0.614203978,0.098637588
218,good,-0.528844129,0.205852054,-0.088318617,-0.524524468,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,0.461034959,0.410062817,-0.271357844,0.405465108,0.098637588
219,good,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,-0.40444522,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,0.461034959,-0.279920067,-0.271357844,-0.614203978,-0.064691321
220,good,0.31121257,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.001152738,-0.034191365,-0.279920067,-0.271357844,1.176263223,0.098637588
221,good,-0.060465196,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.078471615,-0.074877499,-0.00281611,0.587786665,-0.477550835,0.062228471,-0.431137463,0.112477983,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
222,good,-0.528844129,0.205852054,-0.088318617,0.346624608,0,-0.40444522,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,0.062228471,-0.032103245,-0.001152738,-0.028573372,-0.279920067,0.762140052,-0.614203978,0.098637588
223,good,-0.060465196,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,-0.477550835,0.062228471,-0.032103245,-0.070150705,0.461034959,0.410062817,-0.271357844,1.176263223,-0.064691321
224,good,-0.060465196,0.205852054,-0.085157808,-0.108688306,0,0.194156014,-0.157300289,0.022780028,0.134780612,0.015408625,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.001152738,0.461034959,-0.279920067,0.762140052,1.176263223,0.098637588
225,good,-0.060465196,-0.354821375,-0.088318617,0.346624608,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,-0.034191365,0.805625164,-0.271357844,1.176263223,0.098637588
226,good,-0.060465196,0.205852054,-1.234070835,-0.524524468,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,-0.034191365,-0.279920067,-0.271357844,1.176263223,-0.064691321
227,bad,-0.060465196,-0.773189888,-0.088318617,-1.134979933,0,0.194156014,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,-0.477550835,0.062228471,0.298716667,-0.070150705,-0.586082361,0.410062817,0.762140052,-0.614203978,0.098637588
228,bad,0.31121257,-0.354821375,-0.088318617,0.346624608,0,-0.472604411,-0.157300289,-0.204412515,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,-0.586082361,-0.279920067,-0.271357844,-0.614203978,0.098637588
229,bad,-0.528844129,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.070150705,-0.034191365,0.410062817,-0.271357844,1.176263223,-0.064691321
230,good,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,-0.472604411,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,0.062228471,-0.431137463,0.112477983,-0.586082361,-0.279920067,-0.271357844,-0.614203978,-0.064691321
231,bad,-0.060465196,-0.354821375,-0.088318617,-0.524524468,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,-0.034191365,0.410062817,-0.271357844,0.405465108,-0.064691321
232,good,0.31121257,0.205852054,-0.088318617,0.346624608,0,-0.472604411,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,-0.586082361,-0.279920067,0.762140052,1.176263223,-0.064691321
233,good,0.31121257,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,0.112477983,-0.586082361,0.410062817,-0.13955188,1.176263223,-0.064691321
234,good,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.078471615,-0.074877499,-0.00281611,0.587786665,0.121178625,0.062228471,-0.032103245,-0.070150705,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
235,good,0.31121257,0.205852054,0.733740578,1.312186389,0,0.194156014,0.190472769,0.078471615,0.134780612,0.015408625,-0.027973852,0.121178625,0.062228471,0.298716667,0.112477983,0.461034959,0.410062817,-0.271357844,1.176263223,-0.064691321
236,bad,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,-0.204412515,-0.074877499,0.015408625,-0.027973852,-0.477550835,0.062228471,-0.431137463,-0.070150705,-0.034191365,0.410062817,-0.271357844,-0.614203978,-0.064691321
237,bad,-0.528844129,-1.802809305,-0.088318617,1.312186389,0,0.194156014,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.431137463,-0.070150705,-0.028573372,-0.279920067,0.762140052,-0.614203978,0.098637588
238,bad,0.31121257,0.205852054,-0.088318617,-0.108688306,0,-0.40444522,-0.157300289,0.078471615,0.134780612,-0.00281611,-0.027973852,-0.477550835,0.062228471,0.298716667,-0.070150705,-0.034191365,-0.279920067,-0.13955188,-0.614203978,-0.064691321
239,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,-0.028573372,0.410062817,-0.271357844,1.176263223,-0.064691321
240,good,0.31121257,0.205852054,-0.088318617,-0.108688306,0,0.194156014,0.190472769,0.022780028,-0.074877499,0.015408625,0.587786665,0.121178625,0.062228471,0.298716667,0.054941118,-0.028573372,0.410062817,-0.271357844,-0.614203978,-0.064691321
241,bad,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,0.062228471,0.298716667,-0.070150705,-0.034191365,-0.279920067,0.762140052,-0.614203978,-0.064691321
242,good,0.31121257,0.205852054,-0.088318617,1.312186389,0,0.194156014,0.064538521,0.022780028,-0.074877499,0.015408625,-0.027973852,0.121178625,0.062228471,0.298716667,-0.070150705,-0.028573372,0.410062817,-0.271357844,1.176263223,-0.064691321
243,bad,-0.528844129,-0.354821375,-1.234070835,-1.134979933,0,-0.472604411,0.064538521,0.022780028,0.134780612,0.015408625,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,-0.586082361,0.805625164,-0.271357844,-0.614203978,-0.064691321
244,good,-0.060465196,0.205852054,0.733740578,0.346624608,0,0.194156014,0.064538521,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,0.461034959,-0.279920067,-0.271357844,1.176263223,-0.064691321
245,good,0.31121257,0.205852054,-1.234070835,0.346624608,0,0.194156014,-0.157300289,0.078471615,-0.074877499,0.015408625,-0.027973852,0.121178625,0.062228471,-0.032103245,0.054941118,0.461034959,0.805625164,0.762140052,1.176263223,-0.064691321
246,good,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,0.112477983,0.461034959,-0.279920067,-0.271357844,1.176263223,0.098637588
247,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,0.461034959,0.410062817,-0.271357844,1.176263223,-0.064691321
248,good,0.31121257,0.205852054,-1.234070835,1.312186389,0,-0.40444522,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,0.062228471,-0.032103245,0.112477983,-0.586082361,-0.279920067,-0.13955188,1.176263223,-0.064691321
249,good,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,0.461034959,-0.279920067,-0.271357844,0.405465108,-0.064691321
250,bad,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,-0.40444522,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.431137463,-0.001152738,0.461034959,0.410062817,-0.271357844,1.176263223,-0.064691321
251,good,0.31121257,0.205852054,0.733740578,1.312186389,0,0.194156014,0.064538521,0.078471615,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,0.461034959,-0.279920067,0.762140052,-0.614203978,0.098637588
252,good,0.31121257,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,-0.034191365,-0.279920067,-0.271357844,0.405465108,-0.064691321
253,bad,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,0.587786665,-0.477550835,0.062228471,-0.032103245,-0.070150705,-0.586082361,-0.279920067,-0.271357844,-0.614203978,-0.064691321
254,good,0.31121257,-0.354821375,-0.085157808,-0.108688306,0,0.194156014,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,0.054941118,-0.028573372,-0.279920067,-0.13955188,1.176263223,-0.064691321
255,good,-0.528844129,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,0.112477983,-0.034191365,-0.279920067,0.762140052,-0.614203978,0.098637588
256,good,-0.060465196,-0.354821375,-0.085157808,-1.134979933,0,0.194156014,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,0.112477983,0.461034959,0.410062817,0.762140052,-0.614203978,-0.064691321
257,good,0.31121257,0.205852054,0.733740578,-0.108688306,0,0.194156014,-0.157300289,0.078471615,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,0.461034959,0.410062817,-0.271357844,1.176263223,-0.064691321
258,bad,-0.060465196,0.205852054,-1.234070835,0.346624608,0,-0.472604411,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,0.112477983,-0.586082361,0.410062817,-0.271357844,-0.614203978,-0.064691321
259,good,-0.528844129,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.431137463,-0.001152738,-0.034191365,0.805625164,-0.13955188,1.176263223,0.098637588
260,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.078471615,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.431137463,-0.001152738,0.461034959,0.410062817,-0.13955188,1.176263223,-0.064691321
261,good,-0.060465196,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,0.461034959,-0.279920067,-0.271357844,-0.614203978,-0.064691321
262,good,0.31121257,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,-0.034191365,0.410062817,-0.271357844,-0.614203978,-0.064691321
263,good,0.31121257,-0.354821375,0.733740578,-0.108688306,0,-0.472604411,0.190472769,-0.204412515,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,-0.586082361,-0.279920067,-0.271357844,-0.614203978,0.098637588
264,good,0.31121257,0.205852054,0.733740578,0.346624608,0,-0.472604411,0.190472769,0.078471615,0.134780612,-0.00281611,-0.027973852,-0.477550835,0.062228471,0.298716667,-0.001152738,-0.586082361,-0.279920067,-0.271357844,1.176263223,-0.064691321
265,good,-0.060465196,0.205852054,0.733740578,0.346624608,0,0.194156014,0.064538521,0.078471615,0.134780612,0.015408625,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,0.461034959,-0.279920067,-0.271357844,1.176263223,-0.064691321
266,bad,0.31121257,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.022780028,-0.074877499,0.015408625,-0.027973852,0.121178625,0.062228471,0.298716667,0.054941118,-0.034191365,0.410062817,-0.271357844,-0.614203978,-0.064691321
267,good,0.31121257,-0.354821375,0.733740578,-0.524524468,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,0.461034959,-0.279920067,0.762140052,1.176263223,-0.064691321
268,good,0.31121257,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,0.062228471,-0.431137463,0.054941118,-0.034191365,0.410062817,-0.271357844,1.176263223,0.098637588
269,bad,0.31121257,-0.773189888,-0.088318617,0.346624608,0,0.194156014,0.190472769,-0.204412515,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,-0.028573372,-0.279920067,-0.271357844,-0.614203978,0.098637588
270,good,-0.528844129,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.070150705,-0.034191365,0.410062817,0.762140052,1.176263223,-0.064691321
271,good,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,0.054941118,-0.028573372,-0.279920067,0.762140052,1.176263223,-0.064691321
272,good,0.31121257,0.205852054,0.733740578,0.346624608,0,-0.40444522,0.064538521,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,-0.034191365,-0.279920067,0.762140052,1.176263223,0.098637588
273,good,0.31121257,-0.773189888,-1.234070835,-1.134979933,0,-0.472604411,-0.157300289,-0.204412515,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.431137463,-0.001152738,-0.586082361,-0.279920067,0.762140052,-0.614203978,0.098637588
274,bad,-0.060465196,0.205852054,-0.088318617,-1.134979933,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
275,bad,-0.060465196,-0.773189888,-0.088318617,-0.108688306,0,0.194156014,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.431137463,0.112477983,-0.586082361,-0.279920067,-0.271357844,-0.614203978,0.098637588
276,good,-0.060465196,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.190472769,0.022780028,-0.074877499,0.015408625,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,0.461034959,0.410062817,-0.271357844,1.176263223,-0.064691321
277,good,-0.060465196,0.205852054,0.733740578,-0.108688306,0,0.194156014,0.190472769,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,-0.034191365,0.410062817,-0.271357844,1.176263223,-0.064691321
278,good,0.31121257,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,-0.028573372,-0.279920067,0.762140052,-0.614203978,0.098637588
279,bad,-0.060465196,-0.354821375,-0.088318617,1.312186389,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.431137463,-0.001152738,-0.028573372,-0.279920067,-0.271357844,1.176263223,-0.064691321
280,good,-0.060465196,0.205852054,-0.088318617,-0.108688306,0,-0.40444522,-0.157300289,-0.204412515,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.001152738,-0.034191365,0.410062817,-0.13955188,1.176263223,0.098637588
281,good,-0.528844129,0.205852054,0.733740578,0.346624608,0,-0.40444522,0.064538521,0.022780028,0.134780612,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,-0.586082361,0.805625164,0.762140052,1.176263223,0.098637588
282,good,0.31121257,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,0.461034959,-0.279920067,-0.271357844,1.176263223,-0.064691321
283,good,0.31121257,0.205852054,-1.234070835,-0.108688306,0,0.194156014,-0.157300289,0.078471615,-0.074877499,-0.00281611,-0.027973852,-0.477550835,0.062228471,0.298716667,-0.001152738,-0.034191365,0.410062817,0.762140052,0.405465108,-0.064691321
284,good,0.31121257,0.205852054,0.733740578,0.346624608,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,0.298716667,-0.001152738,-0.028573372,-0.279920067,0.762140052,1.176263223,-0.064691321
285,good,0.31121257,0.205852054,0.733740578,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.431137463,-0.070150705,-0.034191365,-0.279920067,-0.13955188,-0.614203978,0.098637588
286,good,0.31121257,-0.773189888,-0.088318617,-1.134979933,0,0.194156014,0.190472769,0.078471615,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.431137463,0.112477983,0.461034959,-0.279920067,-0.271357844,-0.614203978,0.098637588
287,good,-0.060465196,-0.354821375,-0.088318617,-1.134979933,0,0.194156014,-0.157300289,0.022780028,-0.074877499,0.015408625,-0.027973852,0.121178625,0.062228471,0.298716667,0.054941118,-0.028573372,0.805625164,-0.271357844,-0.614203978,-0.064691321
288,good,-0.060465196,-0.354821375,-0.085157808,-1.134979933,0,-0.472604411,0.190472769,-0.204412515,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.431137463,-0.001152738,-0.586082361,-0.279920067,-0.13955188,-0.614203978,0.098637588
289,good,0.31121257,0.205852054,-0.088318617,0.346624608,0,0.194156014,-0.157300289,0.022780028,0.134780612,-0.00281611,0.587786665,0.121178625,0.062228471,-0.032103245,-0.001152738,0.461034959,0.410062817,-0.271357844,-0.614203978,0.098637588
290,bad,0.31121257,0.205852054,-0.085157808,-0.108688306,0,0.194156014,-0.157300289,0.022780028,-0.074877499,-0.00281611,-0.027973852,-0.477550835,0.062228471,-0.431137463,-0.001152738,0.461034959,0.410062817,-0.271357844,-0.614203978,-0.064691321
291,good,-0.060465196,0.205852054,-0.088318617,0.346624608,0,0.194156014,0.190472769,0.022780028,-0.074877499,-0.00281611,-0.027973852,0.121178625,0.062228471,-0.032103245,-0.070150705,0.461034959,-0.279920067,-0.271357844,1.176263223,0.098637588
